Date	Speakers	Title	Description	YouTube ID	Non-YouTube landing page	Slides landing page	Transcript	Slides download URL	Talk download URL	Start time	End time	Conference landing page	Default image	GitHub username	Training material	Installation	Type	Target audience	Language
2021-06-16	Steven McEachern et al.	Integrations and External Tools	We'll start with a brief intro discussing the history and philosophy behind the framework, then view some demos on these new and innovative projects: a tool to upload from Globus, a tool that can tie into a Request Access Workflow, a project that highlights datasets and papers that are conceptually similar to one another, and a tool for code readability and reproducibility.	d_efkb2X7yM		https://projects.iq.harvard.edu/dcm2021/agenda													
2021-06-16	Kevin Worthington et al.	Geospatial Data	Our community is pursuing a broad range of geospatial development, and design discussions, with this session aimed at furthering these discussions collectively to develop priorities for next steps.	FGlCy_ebwXA		https://projects.iq.harvard.edu/dcm2021/agenda													
2021-06-16	Julie Goldman et al.	Sensitive Data	An introduction to the DPCreator; overviews of the management of sensitive qualitative data and health policy research data; and an update on the Harvard Medical School’s DMP tool and how it can help the community prepare to share sensitive data.	q3irpQ4rOyU		https://projects.iq.harvard.edu/dcm2021/agenda													
2021-06-16	Julian Gautier, Wim Hugo	Terms of Use, Licensing, Installation Policies	High quality access to data outputs and published research objects depends on repositories clearly defining terms and licenses for reuse. This session will present an overview of the importance of data licensing, describe some of the recent work in the Dataverse Community for adding software support for multiple license options, and introduce opportunities and implications for machine readability and automation of licensing in the Dataverse software and other repositories.	XuVnrbIDGH0		https://projects.iq.harvard.edu/dcm2021/agenda													
2021-06-16	Kate Dreher et al.	Remote Storage and Large Datasets	This session will cover the need for affordable large data support. Currently, the high-cost constraints of bandwidth use stemming from cloud storage prevent many repositories from supporting and sharing large data.	uPPNhZzMV4Q		https://projects.iq.harvard.edu/dcm2021/agenda													
2021-06-16	Philipp Conzett, John Graybeal, Jim Myers, Slava Tykhonov	Flexible Metadata/Controlled Vocabularies	We will present and discuss ongoing efforts and future ideas for improving the FAIR support of the Dataverse software focusing on metadata schemas and controlled vocabularies. Important issues will be raised such as interoperability, compliance with metadata standards, integration with external services, and the maintenance and sustainability of flexible metadata support.	mWMPxCwB2ys		https://projects.iq.harvard.edu/dcm2021/agenda													
2021-06-16	Sonia Barbosa, Karine Burger, Philipp Conzett, Laura Rezende	CoreTrustSeal	The CoreTrustSeal is the most widely used certification for helping establish trustworthy data repositories.	6tKNVK4lXjw		https://projects.iq.harvard.edu/dcm2021/agenda													
2021-06-16	Mercè Crosas, Jonathan Crabtree	GDCC/Governance Session 2 (Dataverse Community Meeting 2021)	Financial updates, ongoing projects, GDCC website, Governance and Advisory Board 	nKLql6z-HWI		https://projects.iq.harvard.edu/dcm2021/agenda													
2021-06-15	Mercè Crosas, Jonathan Crabtree	GDCC/Governance Session 1 (Dataverse Community Meeting 2021)	Financial updates, ongoing projects, GDCC website, Governance and Advisory Board 	JVLOWF4NGrA		https://projects.iq.harvard.edu/dcm2021/agenda													
2021-06-15	Gary King, Mercè Crosas, Carole Anne Goble, Daniel S. Katz, Herbert Van de Sompel, Danny Brooke, Sonia Barbosa	Plenary Sessions (Dataverse Community Meeting 2021)	"FAIR workflows and Research Objects get a workout", "Progress Toward More Sustainable Research Software", "FAIR Signposting: A KISS Approach to a Burning Issue", Dataverse Software - New Features and Future Plans, Community Update Videos 	Vo1mtvrh4wc		https://projects.iq.harvard.edu/dcm2021/agenda													
2021-06-14	Sonia Barbosa	Introduction to the Dataverse Software (Dataverse Community Meeting 2021)	This session will introduce the Dataverse Software for data sharing and preservation, using the Harvard Dataverse Repository as the model. You will have an opportunity to learn about the software and how it can support institutional repositories, research projects, team projects, teaching courses, and the general data sharing needs of your community.	vAJcfOGn5I0		https://projects.iq.harvard.edu/dcm2021/agenda													
2021-06-14	Slava Tykhonov, Don Sizemore, Samuel Bernardo, Stefan Kasberger	Automated CI/CD Testing, Installation and Deployment of a Dataverse Installation on a Cloud	You will learn more about the Cloud related features available in the pyDataverse module, which is widely used by the Dataverse Community for various tasks. We are going to show some practical use cases with the Selenium framework used for automation testing for Jenkins integration. You will also learn about the Software Quality as a Service (SQAaaS) framework that was developed in EOSC Synergy project in the context of the European Open Science Cloud	f1ha4IcvlG4		https://projects.iq.harvard.edu/dcm2021/agenda								donsizemore					
2021-05-25	Marion Wittenberg, Laura Huis in ‘t Veld, Veronika Heider	SSHOC - Dataverse Translation Workshop	Weblate, a tool for translation of the user interface of Dataverse into various languages.	WiIxney3ORU		https://sshopencloud.eu/news/sshoc-workshop-notes-sshoc-dataverse-translation-workshop								meghangoodchild					
2021-03-11	Slava Tykhonov	Dataverse research data repository software	Vyacheslav Tykhonov from DANS-KNAW provides an overview of the software, tips on how to install and presents Dataverse SSHOC project building a mature data platform for the European research institutions.	9oHQ0BQCjrM															
2021-02-10	Katie Mika	Graduate Students’ Attitudes Toward Data Sharing and Reproducibility	Graduate Students’ Attitudes Toward Data Sharing and Reproducibility	qMyTAeHJIkI								https://reusableresearch.com							
2021-02-10	Ana Trisovic	Repository Approaches to Improving the Quality of Shared Data and Code	Approaches based on reproducibility, data curation, and gamified elements can be used to indicate and improve the quality of datasets in a repository. 	9-1DVVbtm7o								https://reusableresearch.com							
2021-02-10	Mandy Gooch	Supporting Computational Reproducibility: Updates on CoRe2 Development and AJPS Verification Policy Implementation	Talk about the updates on the developments of the CoRe2 platform, the Dataverse collaboration, and the AJPS result verification policy implementation.	oMQsTcXtGbU								https://reusableresearch.com							
2020-06-19	Mercè Crosas	2020 Dataverse Community Meeting closing event	Thanks for coming to #dataverse2020!	l5y2L16PNxs															
2020-06-19	Anna Dabrowski, Meghan Goodchild, Gustavo Durand	Remote Storage/Large Datasets	The Remote Storage/Large Datasets breakout session will include brief presentations from community members and group discussion about improving data transfer mechanisms and storage options for Dataverse repositories. Presentations will cover data upload developments, including Globus integration and direct upload to S3, as well as Trusted Remote Storage Agents (TRSA) for sensitive data, and managing multiple data stores. This session is an opportunity to hear about and provide feedback on the efforts of community members, discuss policy and service implications for managing repositories, and talk about further coordinating our efforts.	LHyiA3JeiwE		https://projects.iq.harvard.edu/dcm2020/agenda								ajdabrowski					
2020-06-19	Tomasz Miksa	Dataverse and Machine-actionable Data Management Plans	Part of the External Tools session.	YH4I_kldmGI		https://osf.io/ctse4				4175			1	TomMiksa					
2020-06-19	Mahsa Naseri	Dataverse External Tools: JMP integration	Part of the External Tools session.	YH4I_kldmGI		https://osf.io/j6hmz				3392			1						
2020-06-19	Phil Durbin, Kaitlin Newson, Jim Myers, Kacper Kowalik, James Honaker, Kamil Guryn, Xinyue Ye, Mahsa Naseri, Matthew Dunlap, Tomasz Miksa	External Tools	External Tools intro, The Dataverse Data Curation Tool, A Previewer How To, Whole Tale as a Dataverse's External Tool, TwoRavens for Machine Learning, A set of a new Dataverse external tools for advanced data visualization in hard sciences, An Intelligent Dataset Discovery System for Dataverse, JMP integration, Data Curation and Verification Workflows Utilizing Containerization, Dataverse and Machine-actionable Data Management Plans	YH4I_kldmGI		https://projects.iq.harvard.edu/dcm2020/agenda													
2020-06-19	Jonas Kahle, Philipp Conzett, Richard Fulss	Flexible Metadata Session 2	Panel of speakers will give brief talks on longer term metadata issues and projects that have major design implications. Discussion in this session will focus on opportunities, challenges, and priorities for long term features and design development to facilitate metadata integration and exchange.	fOzhYfEr7Rk		https://projects.iq.harvard.edu/dcm2020/agenda													
2020-06-18	Olga Kurek, Steve McEachern, Martine Gagnon	Flexible Metadata Session 1	Panelists will give brief talks on metadata projects that have been recently implemented or are near-term opportunities. This discussion will focus on near-term metadata projects and possibilities that can be executed in the latest version.	3_SRARQiBr8		https://projects.iq.harvard.edu/dcm2020/agenda													
2020-06-18	Sonia Barbosa, Danny Brooke	New Feature Demo	Come and learn about the Dataverse releases and features from over the last year!	N_zcjYnNQ8o															
2020-02-25	CIMMYT	Prototype 2 for Auto-completion based on existing database values for the field Keyword. #6154	A demo for the second of two proposals for enhancing Dataverse's ability to handle controlled vocabularies. See <a href="https://github.com/IQSS/dataverse/issues/6154#issuecomment-590953255">#6154</a>.		https://1drv.ms/v/s!Al54grRzE57lhjO1kbD6J6AKUkdz									CIMMYT					
2020-02-25	CIMMYT	Prototype 1 for Auto-completion based on existing database values for the field Keyword. #6154	A demo for the first of two proposals for enhancing Dataverse's ability to handle controlled vocabularies. See <a href="https://github.com/IQSS/dataverse/issues/6154#issuecomment-590953255">#6154</a>.		https://1drv.ms/v/s!Al54grRzE57lhjS7fNpSh2NA0ArG									CIMMYT					
2020-02-14	Kaitlin Newson	The Dataverse Data Curation Tool	Learn how data owners and curators can create and edit metadata at the variable level, view summary statistics and charts about their data, and more! 		https://harvard.zoom.us/rec/play/7sF5d7j9qDw3TIfB5ASDA6J7W9TrLqis1SAZqfJemhm0UHJVYFP1N7QUNrRP0y6RR54ki4FyPc6Bd64m?continueMode=true	https://docs.google.com/presentation/d/1cvOBDgnP0k4PGhumoCbbasQzTLX1H-mAFR2F3C3MOaU/edit?usp=sharing													
2020-02-11	Mercè Crosas	Dataverse: A Software, a Community, a Network of Repositories	Presentation at the NIH worksop on Establishing a FAIR Biomedical Data Ecosystem: The Role of Generalist  and Institutional Repositories to Enhance Data Discoverability and Reuse. Starts at 2:24:38.		https://videocast.nih.gov/summary.asp?live=35855&bhcp=1	https://scholar.harvard.edu/mercecrosas/presentations/dataverse-software-community-network-repositories								mercecrosas					
2020-02-02	Philip Durbin	Advancing science with Dataverse	A talk at FOSDEM where Dataverse and FAIR data principles are introduced to open source developers.	yjJUTIOfFMo		https://fosdem.org/2020/schedule/event/dataverse/	https://groups.google.com/d/msg/dataverse-community/OJwTrGFPsUY/dyhSk4q3AgAJ												
2020-01-13	Harvard Dataverse	What is Harvard Dataverse?	A brief introduction to sharing, finding, and exploring data using Harvard Dataverse.	MPQ0Tpgaxt0															
2020-01-07	Craig Willis	Whole Tale (v0.8) as Dataverse External Tool	Short demonstration (video-only) of how Whole Tale can be used as an external tool to explore and compute on existing replication datasets. See the <a href="https://bit.ly/386M1jo">integration notes</a> for additional details.	AoSpQ3A7poY															
2020-01-07	Craig Willis	Registering Data from Dataverse in Whole Tale v0 8	Short demonstration (video-only) of how to analyze source data from Dataverse in Whole Tale. See the <a href="https://bit.ly/386M1jo">integration notes</a>	oWEcFpEUmrU															
2019-12-03	Eugene Barsky, Mark Goodwin, Paul Dante	Geodisy	Eugene Barsky, Research Data Services Librarian at the University of British Columbia Library, will address their current work on GeoBlacklight integration with Dataverse.	B3IZnMRhdqA															
2019-11-22	Jonathan Crabtree	Research Data Curation, Management, Sharing and Archiving	Jonathan Crabtree keynote at University of Aveiro	xqEOFY8BV-0		https://forumgdi.rcaap.pt/wp-content/uploads/2019/11/Keynote_5ForumGDI.pdf						http://forumgdi.rcaap.pt/5forum/5programa/							
2019-11-21	Jonathan Crabtree	Jonathan Crabtree interview at the University of Aveiro	Jonathan Crabtree, co-leader of the Global Dataverse Community Consortium discusses research data and cyber infrastructure.	ZvQQi2Z3hzI										jonc1438					
2019-11-15	Slava Tykhonov	European Dataverse Workshop 2020 invitation from Slava	Official invitation from Slava Tykhonov (DANS-KNAW) to join European Dataverse Workshop which will be held in Tromsø, Norway, January 23-24, 2020.	ju8bdwTVRSQ															
2019-10-17	Mercè Crosas	Recommendations for Implementing Open Science	Keynote at the Swiss Open Science Action Plan Kick-off at EPFL.		https://tube.switch.ch/cast/videos/b54fd89f-f58d-4c66-b0fc-9fcfd3740313	https://scholar.harvard.edu/mercecrosas/presentations/recommendations-implementing-open-science		https://scholar.harvard.edu/files/mercecrosas/files/openscience-keynote-mercecrosas.pdf	https://tube.switch.ch/download/video/3b474b32	14:30		https://www.swissuniversities.ch/en/themen/digitalisierung/p-5-wissenschaftliche-information/programm-open-science/swiss-open-science-action-plan-kick-off-forum		mercecrosas					
2019-10-08	Bertram Ludäscher, Craig Willis	Developing, Packing, and Sharing Reproducible Research Objects: The Whole Tale Approach	In this DataONE webinar, existing and planned integrations between Whole Tale and Dataverse were described.		https://www.dataone.org/webinars/developing-packaging-and-sharing-reproducible-research-objects-whole-tale-approach	https://www.dataone.org/sites/default/files/sites/all/documents/dataone-wt-webinar-2019-10-08.pdf								whole-tale					
2019-10-08	Ana Trisovic	Building reproducible workflows for earth sciences - Responding to reproducibility challenges from physics to social sciences	Keynote at the workshop "Building reproducible workflows for earth sciences" at ECMWF		https://vimeo.com/366217811	https://events.ecmwf.int/event/116/contributions/937/attachments/239/432/Repwork-WS-Trisovic.pdf								atrisovic					
2019-10-02	Philip Durbin	Turing Way Collaboration Cafe	Phil introduces Dataverse reproducibility initiatives to The Turing Way community.	HIIJvDZ8pzw															
2019-08-22	The Odum Crew	Dataverse Community Meeting 2019 montage	Clips from the conference set to music	y_1IdJ-nYY0															
2019-06-20	Slava, Philipp	Dataverse in the European Open Science Cloud	Updates on DataverseEU, Weblate, developement process, and more.	vAPpKuDQUDY		https://www.slideshare.net/vty/dataverse-in-the-european-open-science-cloud													
2019-04-23	Jonathan Crabtree	Topics in Research Data Management #5	Jonathan Crabtree, Assistant Director for Cyberinfrastructure at The Odum Institute of UNC Chapel Hill, discusses remote storage for Dataverse	MKsrsV6KWsQ		https://tdl-ir.tdl.org/handle/2249.1/156346									1	dataverse.tdl.org	tutorial	End users	
2019-03-26	Gustavo, Matthew	Make Data Count Repository Implementation Webinar	Zenodo, Dataverse, and Dryad join MDC to talk about their process implementing standardized data usage metrics		https://vimeo.com/326615258														
2019-03-19	Amy Nurnberger	Topics in Research Data Management #4	Amy Nurnberger, Program Head, Data Management Services at MIT Libraries, discusses how to leverage campus connections for RDM	7ekgsIALWfE		https://tdl-ir.tdl.org/handle/2249.1/156344									1	dataverse.tdl.org	tutorial	End users	
2019-02-12	Eric Kaltman	Topics in Research Data Management #3	Eric Kaltman, CLIR Fellow for Data Curation in the Sciences at Carnegie Mellon University Libraries, shares liaison workflows.	mwwisrH2YBk		http://hdl.handle.net/2249.1/156340									1	dataverse.tdl.org	tutorial	End users	
2019-01-22	Sherry Lake	Topics in Research Data Management #2	Sherry Lake, Scholarly Repository Librarian at University of Virginia Libraries, discusses Open Science Framework (OSF) integration with Dataverse.	_CTNF88G_WQ		https://tdl-ir.tdl.org/handle/2249.1/156338								shlake	1	dataverse.tdl.org	tutorial	End users	
2019-01-15	Joel Simpson	Integrating Archivematica with Dataverse	Joel describes Archivematica's integration with Dataverse and demonstrates how to preserve Dataverse materials for long-term storage.	T9o5tzzDliA															
2018-12-05	Sara Stonehouse	Publishing datasets in Dataverse	This video is a quick guide on how to publish datasets in Dataverse.	K9gVgja61Ww											1	borealisdata.ca	tutorial	End users	
2018-12-04	Sara Stonehouse	Publishing a dataverse	This video is a quick guide on how to create, edit or publish a dataverse.	jEJHIXdPjfU											1	borealisdata.ca	tutorial	End users	
2018-12-03	Sara Stonehouse	Finding and exploring data	This video provides a brief overview on how to use Dataverse to find and explore data. 	SA5YiWp-MVU											1	borealisdata.ca	tutorial	End users	
2018-11-13	Amber Leahey	Topics in Research Data Management #1	Amber Leahey, University of Toronto Libraries, discusses recent grant funding and new features in Dataverse in the coming year.	yQ8ajC2FAKk		https://tdl-ir.tdl.org/handle/2249.1/156310									1	dataverse.tdl.org	tutorial	End users	
2018-09-13	Philip Durbin	Reproducibility and Dataverse	Current and future efforts to improve scientific reproducibility in the Dataverse ecosystem.	SuyQTsOGugc		https://www.slideshare.net/philipdurbin/reproducibility-and-dataverse	http://wiki.greptilian.com/talks/2018/wholetale-reproducibility-and-dataverse/												
2018-09-04	Kristi Park	Texas Data Repository - A Year in Review	The Texas Data Repository (TDR) is a consortial data repository using the Dataverse platform. In this presentation we discuss ongoing efforts to develop the TDR as a shared service. The presenters include TDR liaisons from participating institutions. We reflect on the past year of using the TDR and speak from diverse perspectives: the experience of small and large institutions; institutions with varying capacity to provide data services; and institutions implementing different outreach strategies, policies and workflows. We discuss the progress of the TDR, the value of participating in a consortial repository service, successes and challenges, and future goals.	FB6TmQa88A4		https://tdl-ir.tdl.org/handle/2249.1/156305													
2018-05-31	Tilburg University	Tilburg University awarded CoreTrustSeal	Tilburg University is the first Dutch university awarded the Data Seal of Approval, now known as the CoreTrustSeal.	n5vPOo3Uy5I															
2018-04-29	Sami Shahin	Dataverse and Spark	Implementation of the Open Service Broker specification for connecting Dataverse to OpenShift on the Mass Open Cloud (MOC). Also demonstrated a sample application running an Apache Spark cluster.	6G86wwgJHnc		https://github.com/dataverse-broker/dataverse-broker													
2018-04-29	Patrick Dillon	Scaling Dataverse	Our project is to advance this initial containerization work toward making Dataverse more scalable.		https://drive.google.com/file/d/1NbKWdY00BFY2c2Sgly4pxs1oPVbfsvas/view	https://github.com/BU-NU-CLOUD-SP18/Dataverse-Scaling													
2017-06-27	Texas State University	Texas State University Dataverse Launch	We are pleased to announce the official launch of the Texas State University Dataverse, a repository for research datasets created by Texas State researchers.	9PSvlmcPP-o															
2017-03-26	Philip Durbin	Introducing Dataverse to LibrePlanet	An introduction to Dataverse for the free and open source software community.	-GUr-cd_OWQ			http://wiki.greptilian.com/talks/2017/libreplanet-dataverse-lightning-talk/												
2017-03-07	Diana Morganti	Research Data Management Basics	This is an introduction to the concept of Research Data Management and to the Data Management Plan with a very short introduction to the Texas State University Dataverse.	KlcIKwuF-jI											1	dataverse.tdl.org	tutorial	End users	
2017-01-14	Odum Institute	Managing permissions and restrictions	In this video learn how to manage permissions and restrictions in your dataverse.	PIYUoTArozI											1	dataverse.unc.edu	tutorial	End users	
2017-01-13	Odum Institute	Publishing datasets	In this video learn how to publish datasets to your dataverse.	wercsv-VItE											1	dataverse.unc.edu	tutorial	End users	
2017-01-12	Odum Institute	Dataverse customization	In this video learn how to customize your Dataverse.	e9a_YBfBxH0											1	dataverse.unc.edu	tutorial	End users	
2017-01-11	Odum Institute	Dataverse overview	This video provides a broad overview of Dataverse and some of the new capabilities found in Dataverse 4.	4eSh9OaCqGU											1	dataverse.unc.edu	tutorial	End users	
2016-11-29	RSpace	RSpace ELN and Dataverse Integration	How to send selected work from RSpace to your preferred Dataverse archive.	avf3tEbcNvQ															
2016-11-17	Eugene Barsky	Best Practices for Research Data Management	In Canada, as in many developed countries, requirements for data management are being established across a wide range of scholarly disciplines. In this presentation, Eugene Barsky from the University of British Columbia's ARC Team will offer UBC Library expertise in managing thousands of data files with Dataverse software.	sIm9CZipNYo										eugene-barsky	1	abacus.library.ubc.ca	tutorial	End users	
2015-07-23	Tamir Bennatan	Data Visualisations for TwoRavens	A tool to augment TwoRavens, a data analysis tool for Dataverse, to give it visualization capability.	OzrECzPf95g															
2014-11-18	UiT Norges arktiske universitet	TROLLing - why linguists need it	TROLLing is a research database for linguists. See how it can be useful for you in your research.	uEf0c0NT9_A															
2014-09-30	Gustavo, Steve, Bob	Bean Validation: Practical Examples from a Real-World Java EE 7 Application	How Dataverse uses bean validation.	xg9A3q-fRyo															
2014-04-14	Alex Garnett	OJS - Dataverse Plugin Demonstration	This video demonstrates a new plugin linking OJS to Dataverse.	ftK1_IvWaVc															
2007-12-10	Gary King	An Introduction to the Dataverse Network as an Infrastructure for Data Sharing	We introduce a set of integrated developments in web application software, networking, data citation standards, and statistical methods designed to put some of the universe of data and data sharing practices on somewhat firmer ground. We have focused on social science data, but aspects of what we have developed may apply more widely. The idea is to facilitate the public distribution of persistent, authorized, and verifiable data, with powerful but easy-to-use technology, even when the data are confidential or proprietary. We intend to solve some of the sociological problems of data sharing via technological means, with the result intended to benefit both the scientific community and sometimes apparently contradictory goals of individual researchers.	fgn6dmfsZ_M									1	thegaryking					